Country,Shipment_Mode,Qauntity_of_pack,Pack_Price,Weight_Kg,Freight_Cost_USD,Product_Insurance_USD
Uganda,Truck,100,1.3,9014,52211.42,60.14
Vietnam,Air,60,2.35,742,5440.01,64.54
Nigeria,Air Charter,30,19.92,329,9736.1,128.84
Zimbabwe,Truck,60,3.6,15222,18513.23,213.92
Sudan,Air,100,89.0,180,4529.86,55.51
Haiti,Air,1,24.5,434,4209.61,20.61
Uganda,Air,60,6.85,32,852.02,1.78
Rwanda,Air,60,20.0,102,1600.98,21.47
Uganda,Air,120,66.6,79,281.94,37.4
South Africa,Air,240,3.0,3206,2154.51,54.81
Guyana,Air,20,32.0,675,8727.54,127.07
South Africa,Ocean,30,4.51,2808,630.5,311.96
Côte dIvoire,Air,60,6.85,440,4588.02,46.32
Rwanda,Air,60,9.1,2086,853.87,405.8
"Congo, DRC",Air,60,2.33,1,522.42,0.08
Zambia,Truck,60,7.72,526,4964.27,37.83
Haiti,Air,30,4.52,1704,16881.16,208.64
Tanzania,Truck,60,11.36,1635,6007.2,229.85
Zambia,Truck,60,5.58,73,4937.65,7.11
Uganda,Truck,60,2.58,30,2030.0,2.27
Guyana,Air,60,4.3,9,541.88,0.83
South Africa,Ocean,30,6.65,1321,9726.53,155.32
Haiti,Air,90,16.0,26,997.46,5.38
Ethiopia,Air,1,23.0,5057,44360.44,315.65
South Sudan,Air,20,32.0,175,4011.66,0.82
Nigeria,Air Charter,120,29.31,4898,18461.22,719.0
Mozambique,Truck,30,3.78,40,4100.0,2.18
Botswana,Air,20,32.0,56,1060.43,8.66
Zimbabwe,Air Charter,60,2.22,11125,84791.1,193.98
Zimbabwe,Air,100,71.99,373,4112.46,188.21
Zambia,Air,100,80.0,1907,34940.02,449.09
Zimbabwe,Air,300,30.82,1013,13257.79,44.12
Zimbabwe,Air,300,30.82,1309,15578.89,58.94
Tanzania,Air,30,19.9,5808,28514.49,2280.33
Nigeria,Air,30,11.75,1,19480.97,0.13
Nigeria,Air Charter,30,11.75,225,6147.18,63.33
Nigeria,Air Charter,60,2.33,2046,25231.96,63.7
South Sudan,Air,30,1.25,34,1191.93,0.97
Tanzania,Air,20,32.0,554,4810.99,105.24
Côte dIvoire,Truck,120,24.76,3264,14368.65,122.33
Nigeria,Air Charter,30,3.33,4847,14547.55,329.54
Zimbabwe,Truck,60,2.18,64918,43218.07,224.1
Haiti,Air,240,2.1,3720,43704.8,41.16
Côte dIvoire,Air,40,110.0,2635,19145.8,569.18
Rwanda,Air,30,4.79,4574,45060.6,274.03
Guyana,Air,100,72.0,64,1083.36,30.06
Zambia,Air,100,0.01,889,7303.52,0.05
Namibia,Air,100,70.0,42,2863.47,24.7
Tanzania,Air,100,80.0,1303,22317.25,307.77
Nigeria,Air,20,32.0,1255,15794.47,193.35
Guyana,Air,120,19.36,473,5769.34,39.79
Vietnam,Air,30,10.5,3443,6323.76,318.95
Vietnam,Air,30,11.48,522,3796.05,123.43
Tanzania,Air,25,20.0,3112,22856.02,392.0
Vietnam,Air,120,82.2,249,3120.92,131.52
Sudan,Air,100,8.0,2,885.49,0.03
Côte dIvoire,Air,60,6.66,680,2698.22,117.8
Zambia,Truck,60,15.04,523,3949.19,127.18
Swaziland,Ocean,90,13.6,7712,13491.19,1051.43
Côte dIvoire,Air,60,2.15,399,4200.78,3.99
Mali,Air,100,350.0,11,1195.24,1.44
"Congo, DRC",Air,30,4.12,55,912.36,0.17
Uganda,Air,60,26.09,25,915.09,12.27
Vietnam,Air,60,2.35,2351,10122.75,193.88
Namibia,Air,30,12.01,1815,6074.62,403.54
South Africa,Ocean,60,7.33,3534,17919.41,1106.72
Dominican Republic,Air,60,2.33,544,4392.94,3.28
Uganda,Truck,60,2.51,698,3865.63,1.87
Nigeria,Air,60,3.4,1987,14931.8,192.58
Vietnam,Air,60,2.25,657,1192.25,15.27
Ethiopia,Air,120,33.6,3685,16359.2,803.77
South Africa,Ocean,30,4.51,4154,9951.37,363.64
Namibia,Air,30,10.0,419,2317.2,98.0
Tanzania,Truck,120,33.74,880,3175.7,244.34
Guyana,Air,100,71.99,49,1047.39,30.05
Nigeria,Air Charter,30,4.75,628,9736.1,72.9
Vietnam,Air,60,6.49,1456,2984.0,112.08
Nigeria,Air,30,26.25,7,747.5,3.19
Côte dIvoire,Air,100,80.0,1284,23273.76,292.23
Rwanda,Air,30,3.91,4331,8684.7,280.89
Ethiopia,Air,20,32.0,17,334.65,1.17
Vietnam,Air,240,2.1,58,755.03,0.44
Ethiopia,Air,60,1.55,4228,12237.61,158.72
Côte dIvoire,Air,300,30.82,336,3899.33,12.96
Zimbabwe,Truck,30,5.54,14314,15219.72,713.75
Vietnam,Air,60,11.09,100,2504.65,10.26
Côte dIvoire,Air,60,5.94,535,5924.33,33.8
Tanzania,Air,270,89.11,2666,16751.58,904.42
South Sudan,Air,20,32.0,41,1441.21,4.95
Nigeria,Air,100,89.0,1249,26380.35,359.36
South Africa,Ocean,90,8.17,3313,4689.6,337.01
Zambia,Truck,30,13.69,25504,33770.41,4319.18
Tanzania,Air,60,7.15,3421,15241.75,394.56
South Africa,Ocean,60,2.72,1172,19007.72,48.55
Haiti,Air,120,19.32,166,737.11,15.44
Nigeria,Air Charter,60,9.81,37944,16532.5,2200.08
Nigeria,Air Charter,60,11.35,3239,11637.64,622.89
South Africa,Ocean,30,2.39,1291,4429.37,118.1
Nigeria,Air,100,89.0,2474,31305.04,559.02
Nigeria,Air,100,89.0,2292,27361.87,590.81
Tanzania,Truck,60,4.25,9208,3825.8,1148.19
Zambia,Truck,60,8.76,3294,9942.26,631.15
South Africa,Air,60,7.43,3085,4885.2,921.0
Nigeria,Air,60,3.2,318,3515.96,36.09
Nigeria,Air,100,89.0,1058,21683.23,293.48
Nigeria,Air,60,3.9,71,1181.41,6.05
Tanzania,Truck,60,11.46,285,1883.0,39.52
Kenya,Air,100,89.0,2556,29339.63,1074.65
Tanzania,Air,30,24.0,3240,36096.76,457.23
Côte dIvoire,Air,180,16.97,1554,4963.0,110.7
Nigeria,Air,100,89.0,1201,28669.23,370.06
Nigeria,Air,60,5.56,209,2136.53,18.35
Haiti,Air,100,139.0,2,1800.33,0.82
Mozambique,Air,60,3.04,4241,25442.0,0.97
Vietnam,Air,120,82.2,88,823.94,51.56
Vietnam,Air,60,7.0,104,2658.09,7.85
Nigeria,Air Charter,60,11.4,4724,7445.8,937.29
South Sudan,Air,60,7.72,39,742.98,3.25
Vietnam,Air,60,7.5,57,8747.56,12.35
Uganda,Air,60,2.44,5,537.32,0.43
Zimbabwe,Truck,60,2.26,20226,21173.75,113.28
Botswana,Air,3,25.0,6,402.42,0.49
Haiti,Air,180,16.96,2085,23866.2,10.8
Côte dIvoire,Air,300,30.82,505,6523.85,15.84
Côte dIvoire,Air,100,80.0,730,10351.26,178.13
Dominican Republic,Air,20,32.0,146,790.78,16.45
Ethiopia,Air,120,36.16,549,3600.65,159.9
Guyana,Air,1,2.5,2,281.61,0.16
South Africa,Ocean,60,7.33,4416,7334.83,1382.8
Nigeria,Air Charter,60,5.5,507,1263.0,42.55
Côte dIvoire,Air,20,27.0,84,1550.95,15.29
Zimbabwe,Truck,240,12.08,118,8600.0,6.6
Rwanda,Air,30,16.5,2130,17331.66,163.15
Nigeria,Air Charter,60,2.44,836,9341.49,26.3
Nigeria,Air Charter,60,11.22,5366,6147.18,985.76
Nigeria,Air Charter,60,2.58,5262,13398.0,180.37
Côte dIvoire,Air,60,25.58,187,5110.42,150.41
Zambia,Truck,30,10.78,14867,13627.76,1244.87
Ethiopia,Air,1,24.5,970,8851.4,46.78
Uganda,Air,60,13.5,156,1282.6,30.24
Nigeria,Air,60,5.94,640,6185.25,40.51
Kenya,Truck,25,20.0,662,261.86,58.94
Namibia,Air,20,32.0,441,6148.1,39.07
Mozambique,Truck,120,18.9,6697,3995.94,585.21
South Africa,Ocean,60,2.87,9306,10511.33,710.32
Haiti,Air,60,8.55,1778,28585.57,291.21
Tanzania,Air,25,20.0,3345,29470.0,320.0
Nigeria,Air,90,16.0,38,1161.13,10.24
Mozambique,Truck,60,6.52,15659,10925.34,100.54
Haiti,Ocean,30,10.24,3034,7658.27,263.17
Uganda,Air,100,1.3,2127,10898.13,16.67
Vietnam,Air,336,306.88,168,4092.21,37.05
Ethiopia,Air,60,3.4,1197,8332.0,69.33
Nigeria,Air,100,89.0,1352,31284.02,353.75
Nigeria,Air,100,89.0,1221,19891.2,332.81
Nigeria,Air,20,27.0,3058,18750.2,405.22
Nigeria,Air Charter,30,12.96,7722,14547.55,1083.2
Zimbabwe,Truck,60,3.28,18105,16594.87,41.72
Vietnam,Air,30,10.0,2516,3809.94,209.04
Botswana,Air,20,32.0,25,808.0,4.7
Burundi,Air,120,21.0,95,771.9,2.29
Tanzania,Air,25,20.0,1456,14505.37,160.0
Rwanda,Air,1,24.5,2700,35593.04,102.0
Ghana,Truck,60,6.73,8701,3975.7,159.12
Haiti,Air,60,2.3,21,304.62,0.96
Zambia,Truck,60,2.16,768,5213.54,46.61
Ethiopia,Air,60,7.12,3190,14732.36,585.03
Kenya,Air,100,80.0,1454,13343.23,1456.08
Vietnam,Air,60,5.75,2228,3565.08,7.7
Zambia,Air,100,80.0,2564,37444.1,519.92
Uganda,Truck,60,11.22,359,3302.05,72.57
Zambia,Truck,30,4.62,1906,2201.74,87.61
Namibia,Air,20,32.0,265,2906.31,47.04
Nigeria,Air Charter,60,11.4,2991,7445.8,593.23
Zimbabwe,Truck,60,2.3,2705,9751.8,109.57
Nigeria,Air Charter,60,7.72,7666,16532.5,566.91
Kenya,Air,100,89.0,3497,40917.19,895.78
Tanzania,Air,30,1.56,255,2454.46,6.85
Mozambique,Truck,60,8.26,17181,15814.01,404.62
Vietnam,Air,60,1.51,121,2789.74,6.22
Cameroon,Air,100,80.0,2268,37942.89,494.8
Haiti,Air,240,2.1,1587,16163.28,13.86
Nigeria,Air,30,23.67,11,463.0,9.28
Côte dIvoire,Air,240,0.0,1088,2951.94,0.0
Guyana,Air,100,90.0,154,4268.93,65.2
Côte dIvoire,Truck,30,6.42,197,3296.34,37.29
Côte dIvoire,Air,20,27.0,79,1104.69,15.29
Zambia,Truck,30,4.12,4539,4496.13,266.8
Mozambique,Air,240,21.05,9006,9869.55,11.38
Zambia,Truck,60,7.02,639,889.94,73.85
Zambia,Air,100,72.0,1016,16061.5,325.99
Uganda,Air,50,90.91,8,855.41,1.69
Nigeria,Air Charter,60,11.22,4693,9736.1,967.61
Zambia,Air,20,32.0,2521,22460.87,496.74
"Congo, DRC",Air,60,5.94,43,453.31,2.23
Ethiopia,Air,240,2.15,773,3472.55,6.35
Tanzania,Air,30,3.4,10579,41585.93,481.38
South Africa,Air,60,2.57,16496,25285.11,1846.98
Vietnam,Air,30,10.0,2523,4784.19,209.04
Uganda,Air,60,9.81,9348,81100.77,991.73
Nigeria,Air,720,52.8,1746,11216.78,185.06
Vietnam,Air,60,2.54,71,4035.45,6.83
Uganda,Air,30,4.7,5426,6506.75,178.4
South Africa,Air,30,7.82,4942,3646.13,1223.32
Côte dIvoire,Truck,30,13.52,55,1335.15,10.22
Guyana,Air,240,1.85,76,2180.0,0.54
South Sudan,Air,100,8.0,149,3256.76,1.14
Vietnam,Air,30,23.26,1736,5265.22,9.18
Côte dIvoire,Air,25,20.5,1267,12711.93,96.36
Tanzania,Truck,120,41.1,587,1146.27,169.66
Mozambique,Truck,30,12.11,2503,4120.69,373.52
Zambia,Truck,30,8.0,9022,4506.18,1881.6
Zambia,Truck,30,16.73,17001,8510.81,4140.68
Côte dIvoire,Air,30,6.57,6542,18611.93,31.73
Vietnam,Air,60,2.3,412,1769.68,20.09
Haiti,Air,180,16.96,14,896.55,0.92
Uganda,Air,30,3.24,5593,19759.68,200.39
Zambia,Truck,60,5.38,10381,8510.81,443.85
Côte dIvoire,Air,100,70.0,341,9749.73,205.8
Nigeria,Air Charter,60,2.44,4754,27441.21,167.19
Haiti,Air,30,3.55,42,2391.08,1.4
Ethiopia,Air,60,8.76,1804,6321.99,377.73
Zimbabwe,Truck,60,5.56,11668,15697.15,1063.51
Vietnam,Air,60,2.4,1044,3854.23,28.96
Vietnam,Air,30,12.36,301,4883.46,99.67
Zambia,Air,120,41.1,2678,9008.48,804.9
Mozambique,Truck,240,2.02,2409,3525.03,20.83
Uganda,Air,60,7.0,23,1173.1,3.29
Nigeria,Air,90,7.3,465,51090.0,68.1
Côte dIvoire,Air,240,1.9,1224,2298.61,14.48
Zimbabwe,Air,30,13.49,962,6773.13,163.7
Nigeria,Air Charter,60,8.11,20329,49570.0,377.73
Haiti,Air,120,41.1,9,807.28,0.81
Uganda,Air,120,66.6,169,359.53,69.29
Nigeria,Air,100,79.99,1566,19992.75,879.89
Guyana,Air,20,32.0,515,8576.8,76.8
Haiti,Ocean,30,3.3,4974,11109.18,181.73
Côte dIvoire,Air,100,0.01,61,1225.42,0.0
Tanzania,Truck,30,19.92,83,2094.34,2242.75
Uganda,Truck,60,1.99,404,2055.25,14.05
Nigeria,Air,100,79.99,258,3748.24,144.62
Nigeria,Air,100,89.0,1233,20602.3,334.24
Botswana,Air,20,32.0,500,2442.32,25.6
Haiti,Air,100,350.0,72,2556.61,16.8
Vietnam,Air,60,6.75,1585,2965.32,81.74
Rwanda,Air,120,37.36,554,7531.78,164.03
Mozambique,Air,100,80.0,14938,43304.68,616.88
Nigeria,Air Charter,30,6.08,2376,25231.96,235.05
Haiti,Air,100,350.0,109,782.13,15.68
Namibia,Air,20,32.0,236,6862.01,43.9
Uganda,Air,60,8.76,338,4159.73,94.43
Rwanda,Air,20,32.0,78,1324.61,12.8
Nigeria,Air,20,32.0,8273,94267.77,1099.62
Nigeria,Air,20,27.0,2441,22229.32,449.03
Mozambique,Air,60,9.5,1020,1998.5,164.16
Uganda,Truck,120,18.9,2033,9482.19,218.74
Zambia,Air,100,80.0,1526,27952.72,422.4
Côte dIvoire,Air,90,10.07,1560,3688.33,40.78
Vietnam,Air,120,60.82,1073,1475.94,275.1
Cameroon,Air,100,80.0,55,846.69,9.87
Uganda,Air,30,15.0,440,2242.71,130.53
Uganda,Air,60,12.96,220,1616.45,37.56
Zimbabwe,Truck,60,7.53,679,3302.14,95.46
Ghana,Air,60,8.26,3274,21881.71,408.84
Mozambique,Air,20,32.0,88,1088.93,9.41
Guyana,Air,30,11.75,376,4468.34,125.53
Côte dIvoire,Air,60,15.5,395,1042.58,57.93
Tanzania,Air,100,80.0,277,4379.48,55.27
Vietnam,Air,60,10.6,1054,5726.24,157.93
Vietnam,Air,30,14.1,1208,3306.51,152.36
Kenya,Air,100,80.0,822,8664.89,0.17
Nigeria,Air Charter,60,6.6,7982,45180.63,625.05
Haiti,Air,60,7.21,145,6438.37,39.17
Côte dIvoire,Air,40,76.0,679,9698.22,89.82
South Africa,Ocean,30,2.44,5778,14558.87,393.55
Côte dIvoire,Air,120,36.16,800,5322.35,252.59
Côte dIvoire,Truck,30,4.04,97,1620.19,8.22
Nigeria,Air Charter,60,7.53,6725,33279.39,25.05
Uganda,Truck,30,13.27,14275,131278.81,2325.83
Zambia,Truck,60,8.76,8544,11054.56,1716.96
Uganda,Air,60,13.28,824,3182.52,155.03
Mozambique,Truck,30,3.21,19965,14767.58,101.83
"Congo, DRC",Air,60,5.94,8,767.87,0.18
Zimbabwe,Air,25,20.0,1052,4641.85,112.26
"Congo, DRC",Air,20,32.0,170,3125.65,18.56
Uganda,Air,30,16.73,1342,6340.2,277.99
Vietnam,Air,240,1.95,5939,10770.55,1.54
Tanzania,Air,60,6.37,68,1264.16,3.63
Uganda,Air,30,22.5,173,935.89,39.81
Haiti,Air,180,16.96,159,290.0,19.2
Nigeria,Air Charter,60,8.58,36448,34218.36,2664.48
Nigeria,Air,20,32.0,2097,9634.16,215.3
Zambia,Truck,60,7.53,3325,3379.64,895.61
Vietnam,Air,60,2.1,1961,7308.37,4.6
Rwanda,Truck,60,6.73,770,9828.73,71.6
Uganda,Truck,30,3.21,10119,6852.08,173.24
Nigeria,Air Charter,60,4.6,56,20666.07,4.34
Mozambique,Air,60,9.5,7341,10879.28,152.67
Tanzania,Air,25,20.0,3334,23030.38,330.0
Nigeria,Air Charter,60,2.73,3344,6147.14,168.34
Mozambique,Truck,60,6.73,12307,8191.96,961.66
Vietnam,Air,30,10.0,2523,4761.9,209.04
Nigeria,Air Charter,30,8.04,1340,17090.0,154.91
Vietnam,Air,60,10.6,2447,2673.82,366.77
Côte dIvoire,Air,30,2.24,259,1574.0,16.18
Côte dIvoire,Air,30,9.72,1866,6111.2,508.86
Côte dIvoire,Air,30,20.0,293,3316.79,51.95
South Africa,Air,240,3.15,4621,4762.44,81.36
Mozambique,Air,100,80.0,1330,13801.89,290.84
Tanzania,Air,100,80.0,980,18638.44,253.93
Nigeria,Air Charter,30,10.0,3312,9736.1,865.59
Mozambique,Air,60,70.0,186,549.44,91.95
Zimbabwe,Truck,30,8.82,14340,16222.85,1846.45
Haiti,Air,30,4.22,2047,20746.03,233.96
Burundi,Air,30,27.6,145,1682.15,42.64
"Congo, DRC",Air,1000,24.0,902,5914.0,26.4
Rwanda,Air,60,2.59,582,2990.64,52.54
Rwanda,Ocean,30,5.35,12886,102761.99,990.09
Uganda,Air,60,55.5,39,433.0,30.35
Zimbabwe,Truck,30,4.81,873,15000.0,51.22
Rwanda,Air,30,6.98,4482,37404.74,757.31
Cameroon,Air,60,8.13,4093,34441.93,323.73
Zimbabwe,Truck,60,6.66,8701,15332.68,992.07
South Africa,Ocean,60,7.3,5178,14621.3,1204.5
Zambia,Air,300,30.82,2272,13303.8,71.76
Botswana,Air,2,31.0,5,592.46,1.0
Uganda,Truck,60,4.15,345,3426.68,30.09
Vietnam,Air,30,3.24,1006,3001.35,46.16
Nigeria,Air,60,1.55,273,7363.74,12.53
Nigeria,Air Charter,60,11.4,5960,9341.49,1182.44
Nigeria,Air Charter,60,11.22,659,6147.18,120.95
Nigeria,Air,720,45.6,2006,12723.32,184.38
Ghana,Air,120,21.8,915,6006.37,76.04
Zimbabwe,Truck,60,5.38,5154,12956.94,621.39
Uganda,Air,30,3.64,430,2154.0,25.2
Côte dIvoire,Air,60,9.5,312,781.5,38.65
Tanzania,Air,25,20.0,3336,27791.62,320.0
Nigeria,Air Charter,60,6.25,268,20225.07,26.14
Côte dIvoire,Air,180,16.96,605,1416.03,57.42
Mozambique,Truck,60,7.02,1380,6483.81,241.43
Namibia,Air,60,8.29,4237,6786.64,285.63
Tanzania,Air,60,8.1,11646,50445.73,806.75
Tanzania,Air,100,80.0,1016,19026.72,263.8
Zimbabwe,Air,300,30.82,2172,31073.95,101.37
Pakistan,Air,100,80.0,1948,21689.39,502.93
Uganda,Air,120,29.68,647,7263.17,100.99
Zambia,Air,60,3.8,4162,9939.38,595.84
Mali,Air,100,80.0,37,2190.78,8.02
Haiti,Air,60,15.5,77,991.49,2.43
Guyana,Air,60,5.58,282,5380.36,6.51
Kenya,Truck,20,32.0,394,157.5,78.4
Mozambique,Air,60,1.46,47,955.36,2.31
Nigeria,Air Charter,60,2.44,10687,21347.12,342.62
Vietnam,Air,30,11.49,3425,11077.85,464.39
Uganda,Air,60,55.5,35,886.0,13.07
Mozambique,Truck,30,4.04,63,569.0,5.0
Uganda,Truck,30,4.7,5412,6951.84,306.97
Côte dIvoire,Truck,60,3.89,180,1965.57,20.21
Nigeria,Air Charter,30,10.0,2500,9736.1,492.13
Vietnam,Air,60,1.45,1390,11311.6,43.06
Uganda,Air,60,4.0,89,790.29,9.22
Uganda,Truck,30,3.91,5641,2175.07,362.68
Uganda,Air,120,126.14,18,586.16,20.4
"Congo, DRC",Air,240,1.95,112,9687.69,1.78
Mozambique,Air,60,7.4,16579,8654.7,1076.91
Tanzania,Air,25,20.0,3335,28359.8,320.0
Mozambique,Air,30,3.43,216,2698.28,16.56
Zambia,Truck,30,3.21,7521,8265.26,136.67
"Congo, DRC",Air,30,8.5,81,2782.94,1.8
Vietnam,Air,120,82.19,117,1767.38,65.75
Uganda,Air,60,6.85,85,1253.45,4.97
Côte dIvoire,Air,60,8.76,706,3144.57,151.5
Côte dIvoire,Truck,30,16.73,779,4646.14,197.1
Vietnam,Air,60,2.6,497,6269.65,22.79
Côte dIvoire,Air,120,41.1,2523,14806.48,824.89
Uganda,Air,60,5.94,335,3446.07,21.16
Nigeria,Air,100,89.0,1235,21084.84,334.79
Côte dIvoire,Truck,30,3.55,110,707.7,6.44
Uganda,Air,30,3.19,3858,20553.85,200.53
Haiti,Air,100,97.68,227,2486.62,210.6
Nigeria,Air Charter,60,5.33,2300,5613.0,186.29
Haiti,Air,240,2.1,979,11836.61,8.78
Nigeria,Air Charter,30,11.15,38142,49199.75,0.19
Haiti,Air,100,139.0,54,871.71,18.68
Zambia,Truck,30,5.78,4959,9973.51,535.03
South Africa,Ocean,30,6.86,2951,5567.75,501.35
Vietnam,Air,60,7.25,323,2335.19,51.84
South Africa,Ocean,30,6.86,820,9177.19,139.74
Nigeria,Air Charter,30,16.27,6078,27441.22,1140.53
Zambia,Air,20,32.0,1896,25136.39,312.58
Côte dIvoire,Air,100,80.0,2634,30778.29,534.56
Côte dIvoire,Air,100,80.0,1346,34282.33,372.37
Côte dIvoire,Air,30,2.24,200,1211.48,15.12
Uganda,Air,60,4.0,597,2905.49,25.49
Rwanda,Air,60,11.79,3393,30661.5,622.36
Tanzania,Truck,60,3.89,581,6311.88,88.14
Zambia,Truck,60,7.12,4414,4506.2,559.97
Rwanda,Truck,90,8.26,5621,10640.81,24.62
Zambia,Truck,60,2.33,18057,16868.38,165.37
Uganda,Truck,60,11.22,2757,18317.11,385.68
Nigeria,Air,100,89.0,1378,32667.09,424.54
Mozambique,Air,90,16.95,514,740.43,11.44
Guyana,Air,100,90.0,130,1859.79,74.97
Haiti,Air,300,30.82,708,3428.37,19.33
Nigeria,Air Charter,60,8.58,8716,26340.0,714.65
Tanzania,Air,120,41.1,2724,12620.12,860.34
Nigeria,Air,100,89.0,1426,33279.83,373.83
Zambia,Truck,30,4.64,17018,19564.23,133.08
Namibia,Air,100,77.7,19,718.32,8.17
Uganda,Air,120,25.5,2709,11409.29,381.78
Côte dIvoire,Truck,30,3.64,4409,17192.4,73.32
Ethiopia,Air,60,11.8,1435,9138.0,258.76
Zambia,Truck,30,4.64,17177,29971.59,793.21
Haiti,Air,30,14.1,647,4877.34,108.73
Nigeria,Air,60,1.55,739,6315.3,33.85
Nigeria,Air Charter,60,4.09,1169,28812.58,137.3
Côte dIvoire,Truck,30,22.5,174,2148.5,56.78
Mozambique,Air,60,6.85,87,1053.88,5.22
Mozambique,Truck,60,3.2,6022,6500.45,20.67
Nigeria,Air Charter,30,10.52,59322,29674.92,5230.81
Zambia,Truck,60,3.4,1162,3629.37,139.87
Rwanda,Air,60,8.04,66,1026.4,5.02
Zambia,Truck,30,10.92,11115,16482.05,3060.61
Haiti,Air,100,350.0,22,4625.81,73.34
Tanzania,Air,100,80.0,268,5187.9,60.37
Rwanda,Air,60,7.78,2699,16152.0,325.92
Zimbabwe,Truck,60,3.75,6428,15847.19,534.44
Kenya,Air,100,89.0,1233,13753.58,0.19
Côte dIvoire,Air,60,1.41,317,12648.36,17.24
South Africa,Ocean,30,4.51,5887,4232.71,515.36
Uganda,Air,60,2.26,1600,8699.8,24.7
Rwanda,Truck,60,8.11,11117,15617.93,717.06
Ghana,Air,60,3.95,437,4659.75,36.84
Mozambique,Air,100,80.0,1351,9168.48,272.95
Côte dIvoire,Air,120,41.1,465,2206.0,139.48
Kenya,Air,100,80.0,1028,10083.69,0.17
Ethiopia,Air,20,32.0,1413,18180.65,215.04
Guyana,Air,20,29.0,6,325.67,0.72
Dominican Republic,Air,30,13.0,319,3026.24,109.4
Uganda,Air,300,30.82,170,2265.89,5.44
Rwanda,Air,300,30.82,415,4399.65,10.01
Mozambique,Truck,60,7.12,120,1799.88,22.38
Côte dIvoire,Air,30,24.0,560,5180.34,84.67
Uganda,Truck,60,3.2,585,5698.01,15.82
Kenya,Air,100,80.0,1036,11163.27,1144.58
Cameroon,Air,60,5.43,2993,28620.2,112.98
Côte dIvoire,Air,60,70.0,271,1700.0,206.86
Rwanda,Ocean,60,4.39,6589,17075.43,390.27
Nigeria,Air Charter,60,2.58,18672,25231.96,361.72
Guyana,Air,60,14.63,25,211.0,2.6
Mozambique,Truck,60,2.6,12408,15645.33,19.89
Côte dIvoire,Truck,60,6.52,1683,6443.5,0.03
Nigeria,Air Charter,60,9.81,23096,21347.13,2475.65
Cameroon,Air Charter,30,5.36,4486,76176.43,75.15
Côte dIvoire,Air,60,7.53,550,2794.67,144.34
Tanzania,Air,30,10.54,6986,26538.46,1350.17
Uganda,Air,30,10.52,1400,5718.69,135.53
Côte dIvoire,Air,60,7.02,662,3848.91,136.41
Mozambique,Air,60,1.49,18,423.89,1.08
Mozambique,Truck,30,10.52,16498,10825.06,1630.82
Tanzania,Truck,60,2.49,1380,4553.1,65.14
Côte dIvoire,Air,60,8.76,540,4881.06,111.19
Zambia,Air,60,2.25,4369,22508.32,99.03
Zambia,Air,100,80.0,1623,20644.03,395.84
Haiti,Air,100,100.0,714,11293.85,185.55
Vietnam,Air,60,11.15,3099,5018.69,185.76
Cameroon,Air,30,3.24,1632,15773.2,76.93
Rwanda,Air,30,4.82,49,1110.19,4.87
South Africa,Air,60,2.92,4522,6369.8,241.38
Rwanda,Air,30,10.95,1795,21340.35,444.26
Uganda,Air,60,13.5,197,1637.0,35.64
Nigeria,Air,100,89.0,1378,31201.82,424.54
Zimbabwe,Truck,60,6.52,1790,2042.6,153.48
Rwanda,Air,100,77.7,1362,62458.88,769.23
Zimbabwe,Truck,90,4.42,561,251.42,18.03
Tanzania,Truck,60,8.26,20975,3279.25,304.47
Nigeria,Air,30,12.01,1994,10231.84,221.5
Rwanda,Air,20,32.0,2300,38425.29,230.4
Zambia,Air,60,9.5,617,2891.6,100.27
Mali,Air,36,85.0,23,1148.65,5.07
Vietnam,Air,60,11.0,2367,10648.45,489.76
Burundi,Air,60,12.96,123,1501.4,2.89
Uganda,Air,60,11.22,617,5194.22,126.23
Uganda,Truck,60,3.89,426,1761.5,18.54
Zimbabwe,Air,60,5.73,7268,13243.91,741.23
Zambia,Truck,30,6.22,1900,4997.46,48.76
Côte dIvoire,Truck,60,3.75,292,1672.7,31.54
Tanzania,Truck,60,11.23,263,1811.6,37.6
Burundi,Air,30,4.62,1744,10363.49,4.96
Haiti,Air,240,2.1,2520,25874.1,17.76
Zimbabwe,Air Charter,30,4.65,2870,19430.86,139.32
Nigeria,Air,100,89.0,3435,34730.62,538.34
Côte dIvoire,Air,100,80.0,595,7651.46,120.89
Ethiopia,Air,60,2.44,212,1489.4,20.25
Kenya,Air,100,80.0,1462,14419.86,1466.08
Guyana,Air,20,32.0,1024,10304.62,124.29
Zambia,Truck,30,4.7,2438,5236.92,142.24
Zimbabwe,Truck,60,7.4,6606,22666.98,784.61
Nigeria,Air,60,9.45,273,2446.58,28.53
South Africa,Ocean,30,6.65,6719,9726.54,789.84
Zambia,Truck,30,8.97,2409,9346.8,385.7
"Congo, DRC",Air,100,80.0,1581,40965.77,257.0
Haiti,Air,30,19.5,280,3029.18,40.09
Tanzania,Air,20,32.0,1,1979.1,12.31
Haiti,Air,60,1.5,10435,121330.06,2.94
Nigeria,Air,20,27.0,2502,15636.7,333.46
Côte dIvoire,Truck,60,6.52,4899,19497.24,375.31
Mozambique,Air,60,6.85,22,828.76,0.85
Zambia,Truck,30,9.6,67880,78454.01,5930.22
Tanzania,Air,60,7.72,617,1647.0,38.15
Côte dIvoire,Air,30,23.0,108,5121.68,59.51
Namibia,Air,30,4.62,2631,12463.74,117.18
Guyana,Air,60,7.71,28,1047.24,7.39
